Lignin (wt%),Co-polyol type (PTHF),r,Copolyol (wt%),Isocyanate (wt%),Tg (°C)
14,650,1.0999999999999999,16,14,17.341156557742487
36,250,0.6,68,12,52.4687867542299
56,250,0.8999999999999999,48,19,52.72537244903044
26,650,1.1999999999999997,4,7,60.607006673114746
10,1000,0.8999999999999999,12,4,71.57194685623581
60,650,0.7999999999999999,68,1,63.6157217559909
52,650,0.7,48,15,49.5209221670933
48,650,0.8999999999999999,56,16,62.743386542774566
42,250,0.8999999999999999,48,19,43.27562190882029
50,1000,1.0999999999999999,64,11,56.71696138572174
0,650,1.2999999999999998,44,2,12.270440368519544
12,650,0.9999999999999999,20,17,18.024366620598798
18,650,1.1999999999999997,44,14,24.83686717861815
2,650,1.2999999999999998,12,12,60.23752227821694
62,650,1.0999999999999999,24,8,50.52915172592043
68,650,1.0999999999999999,60,1,56.62589472621489
60,1000,0.9999999999999999,0,16,61.77330024345682
54,1000,1.1999999999999997,24,14,51.64364667951962
56,1000,0.6,16,8,39.399480392140944
12,250,1.0999999999999999,4,1,42.650026600744845
30,650,1.2999999999999998,24,0,35.81592835515855
36,650,0.7999999999999999,52,2,52.27383151922207
14,250,0.9999999999999999,8,12,41.89496459946248
38,650,0.8999999999999999,12,7,61.9214077743847
56,650,1.0999999999999999,56,1,56.8608280302268
22,1000,1.0999999999999999,28,13,9.172789254254916
26,250,0.8999999999999999,64,1,55.57253301737949
20,1000,0.7999999999999999,64,4,43.876785893266096
14,250,0.6,56,2,21.206402716766142
48,650,0.8999999999999999,32,18,50.16868001817412
64,1000,0.9999999999999999,4,3,70.11257077768767
24,650,0.9999999999999999,16,20,19.92886021390025
42,650,0.7,64,15,55.06495239582679
6,650,1.2999999999999998,40,9,12.020955027911036
16,650,1.2999999999999998,24,17,16.5649668236737
44,1000,0.7999999999999999,64,8,58.54248169753646
8,250,0.6,0,3,60.18119242747289
54,250,0.8999999999999999,0,2,63.20147161060923
52,650,0.8999999999999999,4,15,63.257367852940106
26,650,1.1999999999999997,28,13,32.544047888542906
56,1000,0.7,56,14,50.42674544270553
0,650,0.7999999999999999,4,6,60.70222705391028
64,1000,1.1999999999999997,16,13,47.00983290607301
18,1000,0.9999999999999999,28,17,10.623299314736414
20,650,0.8999999999999999,28,10,26.03393550951501
4,250,1.4,44,10,28.94879295865566
0,650,0.8999999999999999,8,20,60.30076139114261
32,650,1.1999999999999997,20,6,35.17284636835055
0,1000,1.0999999999999999,48,3,14.006358813816995
60,250,1.0999999999999999,36,2,51.72951220401323
32,1000,1.2999999999999998,40,1,27.662376152671204
6,1000,0.9999999999999999,20,1,15.036986179961787
46,1000,1.1999999999999997,20,11,50.89263555937463
62,650,0.7,60,15,51.56540360922135
66,1000,1.2999999999999998,48,2,51.806881531753625
44,250,0.7,0,14,62.43122822146687
46,250,1.0999999999999999,48,15,55.14285372629396
20,1000,0.8999999999999999,12,3,73.97823119294719
58,1000,0.7999999999999999,56,18,54.01045062059198
30,250,1.0999999999999999,36,15,34.13563652872996
58,1000,1.4,0,5,61.226456341437306
52,650,0.7,8,5,44.926897800508584
8,650,0.7,0,3,59.909744646618385
14,250,0.9999999999999999,4,4,42.74232198703761
60,250,0.8999999999999999,16,14,44.47849132842296
62,650,1.0999999999999999,8,15,64.80441801653923
44,250,0.7999999999999999,40,14,49.67583569164794
36,1000,1.2999999999999998,48,7,28.327055096762646
58,1000,1.1999999999999997,64,19,47.1575111638637
58,1000,0.7,52,6,51.70138681421318
30,1000,0.8999999999999999,0,6,54.145711681729395
10,650,0.9999999999999999,52,9,14.367091182971656
0,650,1.1999999999999997,40,13,12.39413330317656
22,250,1.4,8,14,42.513511603602645
60,650,0.7,28,4,45.96725597219832
44,250,1.1999999999999997,28,7,35.803609186091826
64,1000,0.6,40,18,26.342657542956033
6,650,1.1999999999999997,68,12,17.082829462147032
30,1000,0.7999999999999999,28,4,42.292902225456324
18,250,1.1999999999999997,40,6,25.82993328278246
20,250,1.2999999999999998,52,19,22.142749350977507
42,1000,1.4,32,5,34.83691191831859
20,250,0.8999999999999999,0,18,60.768135039349
64,250,0.9999999999999999,20,9,46.97656702653207
8,250,0.7999999999999999,4,11,41.715388223377744
12,250,1.1999999999999997,32,9,11.281297833856783
48,1000,0.9999999999999999,28,19,43.58623843820014
20,1000,0.6,44,5,38.89177128196387
20,250,1.0999999999999999,48,7,28.772051159322086
22,1000,1.2999999999999998,56,18,16.275613538693484
24,250,1.1999999999999997,48,9,25.045062568449527
52,1000,1.1999999999999997,60,10,54.611587480011636
44,250,0.6,20,14,41.52203703002195
12,650,0.6,56,20,11.58545996575765
28,250,1.1999999999999997,8,4,43.14099683549897
66,250,0.7,52,10,50.32864871077235
52,650,0.8999999999999999,0,18,61.41629243032993
52,250,1.1999999999999997,52,0,57.50597308161037
64,650,0.6,52,5,52.69845736069263
48,250,0.6,36,12,44.45401344335352
32,1000,0.6,12,14,56.195243363511466
40,650,0.8999999999999999,64,16,54.719966751593375
60,250,0.9999999999999999,12,0,43.18269971534892
42,250,0.9999999999999999,36,19,30.225433133549032
66,1000,0.7999999999999999,8,19,70.41706571252163
48,650,0.7,28,3,46.53140812356263
20,1000,0.9999999999999999,68,2,30.35980599250208
28,650,0.7,20,0,46.43360874419764
32,650,0.6,20,18,28.696461532228877
16,250,0.9999999999999999,56,14,18.126199226902322
32,250,1.0999999999999999,60,18,35.10089944291157
54,250,1.4,24,14,50.2683744213349
64,250,0.6,60,13,49.37633330785929
22,650,1.2999999999999998,56,1,23.032665729994736
6,650,0.9999999999999999,12,9,60.60247176346059
28,250,1.1999999999999997,8,8,43.111759057611074
30,250,1.2999999999999998,24,6,32.304917248493
6,250,0.7,68,9,24.718571703356805
58,1000,0.7999999999999999,24,10,51.113850073314765
8,1000,0.9999999999999999,16,17,14.693012044519918
6,650,1.2999999999999998,28,0,10.166516601786583
4,650,1.2999999999999998,68,8,16.776655470774443
10,1000,0.7,40,12,20.70504495259152
34,650,0.8999999999999999,8,17,60.9361377557675
22,250,1.2999999999999998,8,2,42.7613997006213
32,250,0.8999999999999999,40,2,46.7991162810674
26,250,0.7999999999999999,12,6,40.055080062304484
2,650,1.0999999999999999,12,1,60.51333424160506
10,250,1.4,52,18,19.690477264015797
50,250,0.7,56,4,49.545774383689064
60,250,1.1999999999999997,8,4,44.96973402545378
54,250,1.4,12,0,42.217091117526216
64,1000,0.7,0,9,59.29719631984048
58,250,0.9999999999999999,52,18,52.65579876575867
62,250,0.7,12,14,39.32800151508648
16,650,0.7999999999999999,56,4,23.492052965383532
26,1000,1.4,12,4,72.20891711983086
20,250,0.6,68,18,27.16962229138157
36,250,1.4,44,11,50.37330236284087
64,650,1.4,32,4,56.111116216261834
50,650,0.7,40,11,48.94270585260507
34,1000,0.6,52,0,51.654955488100526
60,250,1.1999999999999997,36,0,51.581546967083796
68,650,1.4,20,14,51.52952862237343
16,250,0.6,8,4,41.234219156968436
22,1000,1.4,60,14,27.13429639634082
18,250,0.6,32,16,24.09215016773428
22,250,0.8999999999999999,24,7,19.136593303371363
68,250,1.1999999999999997,36,13,51.20225843864048
38,250,1.1999999999999997,44,20,26.501376203323694
20,650,1.0999999999999999,32,11,15.39379049203363
38,1000,0.7,44,16,47.71515508517178
10,1000,0.7999999999999999,60,17,24.461188506840294
68,650,0.6,60,19,28.073446263559745
22,650,0.9999999999999999,12,3,61.72362924998426
22,650,1.0999999999999999,56,18,23.744912461937027
0,250,0.8999999999999999,60,9,26.035072369682897
20,250,0.7999999999999999,16,18,17.96996426362923
40,650,1.0999999999999999,24,10,38.496776997152196
34,1000,1.2999999999999998,28,20,17.320601282975304
22,250,1.1999999999999997,60,19,19.26626315457601
42,250,1.2999999999999998,8,9,43.7563609404789
68,650,0.8999999999999999,4,12,62.72669097439568
52,650,1.2999999999999998,44,16,52.61664953421448
44,250,1.1999999999999997,20,11,29.86749417724603
4,250,1.1999999999999997,48,20,7.066712916684935
52,250,0.7999999999999999,16,7,45.2015114146892
58,250,1.4,40,1,58.29737632599033
10,1000,1.4,52,18,16.74093316314766
14,1000,0.8999999999999999,28,14,20.58499582285625
16,250,0.8999999999999999,60,11,25.33284732639483
24,250,1.4,16,1,16.629808081252463
24,1000,0.6,64,5,36.57999559782515
60,650,1.4,36,20,46.666255209355946
66,250,1.0999999999999999,20,8,46.761255635657214
52,1000,0.7,28,0,43.753033773159764
46,1000,0.8999999999999999,44,18,53.90551909825218
50,250,1.2999999999999998,16,16,44.85407505668605
68,650,1.0999999999999999,32,17,51.24459443848264
16,250,0.9999999999999999,48,15,20.020156526555574
56,250,0.9999999999999999,40,1,53.98436971436294
62,650,1.4,52,9,60.322427194812335
54,1000,1.0999999999999999,56,19,48.53788199260029
42,650,1.4,44,14,40.79305682612345
16,250,1.0999999999999999,20,2,12.694522542765746
66,250,0.7999999999999999,64,17,61.598468924705486
0,250,0.9999999999999999,8,13,42.286899420026856
66,250,0.7,24,2,41.28485902489373
10,250,0.6,4,6,42.276945585272294
38,650,0.7,8,7,43.914528955871155
28,1000,0.7999999999999999,60,2,54.142165950380054
50,650,1.0999999999999999,16,20,49.72399703202108
54,250,0.6,12,16,39.90480041767359
12,250,0.6,16,14,14.84806495617405
34,650,0.8999999999999999,44,19,41.4899337880758
52,650,1.0999999999999999,32,14,52.09986621694284
62,1000,0.7,68,12,51.70312381148709
32,250,1.0999999999999999,52,19,31.353726209729256
4,650,1.1999999999999997,28,9,10.543600665242536
24,1000,1.1999999999999997,36,19,10.194407440433537
46,250,1.4,16,20,44.01572289764523
44,250,0.6,56,4,52.82479763211769
62,1000,1.2999999999999998,0,20,61.01414200999207
40,250,0.7,60,8,48.387725046332
50,650,0.8999999999999999,68,13,64.12382638672337
46,250,1.2999999999999998,60,10,56.582652349782684
10,250,0.6,64,18,14.844172301866429
48,250,0.6,20,2,38.38528476464454
60,650,0.9999999999999999,64,1,57.38948683085919
46,650,0.7,44,11,49.49119122685388
66,250,1.4,48,14,58.626494416774285
48,1000,0.8999999999999999,60,11,61.74874004332727
18,250,1.0999999999999999,36,14,24.29879935247087
30,250,0.8999999999999999,20,5,34.181590079070496
52,250,0.9999999999999999,24,17,48.98422843934125
20,250,1.2999999999999998,40,17,25.80686537780281
38,1000,0.7,44,17,33.24097828922967
62,250,0.8999999999999999,8,2,44.419754158675815
12,250,1.0999999999999999,24,15,15.10209364310439
12,250,0.9999999999999999,0,9,61.07199653705399
64,650,0.9999999999999999,52,2,58.1042761465922
6,250,0.9999999999999999,36,9,14.406232607071907
22,650,1.1999999999999997,24,17,14.65741887999657
34,650,0.9999999999999999,44,6,36.914101246585396
8,650,0.6,68,2,24.609942451522894
62,650,0.6,60,9,51.637426468447984
42,650,1.0999999999999999,16,0,38.877260358793954
44,250,0.9999999999999999,36,10,38.24468119420038
24,1000,0.8999999999999999,12,12,73.79573093389658
18,250,0.7,16,17,5.41929082482892
8,650,1.0999999999999999,44,8,14.260394547556274
60,1000,0.6,56,10,50.29987965977459
0,1000,0.6,56,19,11.740164886838969
28,250,1.1999999999999997,44,0,36.36545533149817
14,250,0.6,12,5,38.77189391065235
48,1000,0.8999999999999999,0,11,61.12853168345303
4,650,0.8999999999999999,4,16,60.4612494247276
36,650,0.6,24,4,48.685869967425546
36,650,0.9999999999999999,48,19,28.952366216849803
24,650,1.1999999999999997,60,3,25.336126095286215
8,650,0.7999999999999999,32,15,20.537662520485284
18,650,1.2999999999999998,60,1,27.565437771666527
60,1000,0.7,4,6,54.575846351954425
56,250,1.4,48,0,59.00343111003126
18,650,1.4,28,15,21.63754886384921
38,250,1.4,16,7,34.7841979031776
52,1000,1.1999999999999997,12,15,75.2892485390048
60,1000,0.7,60,10,50.46076365033636
48,1000,1.4,20,14,53.390243723284755
54,1000,1.1999999999999997,48,10,52.58138673947815
32,1000,0.7,4,9,55.59939626939317
40,250,0.7,20,2,40.75731259007521
46,250,1.0999999999999999,8,7,45.39645736266611
56,650,0.7999999999999999,60,16,62.64999382816061
10,1000,0.6,36,2,18.237091436394785
18,250,1.0999999999999999,24,11,15.394484934842296
32,650,0.8999999999999999,40,7,46.590774009196174
12,250,1.0999999999999999,44,17,18.095637891059376
60,1000,0.6,4,18,54.35446013451633
18,1000,1.1999999999999997,60,14,24.215893234150467
36,650,1.0999999999999999,60,19,34.44653457387588
64,650,1.2999999999999998,44,14,52.01708331594737
10,650,0.7,8,7,43.74496338076435
20,250,1.2999999999999998,16,10,13.03027144013965
42,1000,1.1999999999999997,60,18,33.697140917060025
26,250,0.7,24,3,46.195597224133735
42,1000,0.7999999999999999,20,1,40.24172147067806
24,650,1.1999999999999997,40,9,21.77552676978643
56,250,0.8999999999999999,60,4,61.563644092115375
14,1000,1.1999999999999997,44,12,13.495738249647225
34,1000,0.9999999999999999,52,5,35.52248408637576
58,1000,0.8999999999999999,16,11,46.67892863922768
26,650,1.4,32,7,48.04827002320613
34,250,0.6,24,5,44.982579695783585
6,250,1.1999999999999997,8,16,41.81424176370302
56,1000,1.1999999999999997,16,2,50.00783484507648
4,1000,0.8999999999999999,24,18,19.695796245094364
32,250,0.8999999999999999,8,7,44.462088203732776
68,250,0.7,0,7,62.64336316110713
38,250,1.0999999999999999,32,1,32.216428821534166
18,650,1.2999999999999998,16,19,19.114922960779587
14,1000,1.4,32,15,15.139228633529605
66,1000,1.4,16,0,50.041894507521974
36,650,0.6,12,12,44.39310244072258
52,650,1.1999999999999997,28,4,51.18268140731551
64,1000,1.1999999999999997,16,15,46.936680688628705
28,250,1.1999999999999997,36,7,34.26867597925016
2,1000,1.4,36,10,24.478597992883447
58,650,0.7,8,17,44.250631271603794
62,1000,1.0999999999999999,20,4,47.0176359952457
68,250,1.2999999999999998,48,18,48.57679772465834
24,250,1.1999999999999997,24,7,13.825530303143331
54,1000,0.8999999999999999,32,20,47.2376891880615
16,1000,1.2999999999999998,32,0,10.270501621755201
64,1000,1.0999999999999999,32,12,50.36800830175718
14,650,1.4,52,8,25.089482922019148
62,650,0.9999999999999999,24,9,50.67327886506219
10,250,0.9999999999999999,32,13,11.888886463312403
14,650,1.1999999999999997,56,4,12.209648488925161
24,1000,1.4,56,13,32.14570205912016
62,650,1.0999999999999999,8,18,64.66036729664557
38,650,1.4,44,4,49.73813605438273
26,250,1.2999999999999998,64,5,42.14381459369292
18,1000,1.2999999999999998,32,19,-0.7280861126579836
50,1000,0.9999999999999999,12,0,74.09494049093536
60,1000,0.6,20,19,21.272585848259837
4,650,0.9999999999999999,44,4,14.301364195787016
22,1000,0.7999999999999999,52,1,37.61909177681697
56,650,1.4,28,3,54.556049273224254
0,650,0.7999999999999999,4,4,60.69757629537915
64,650,1.2999999999999998,48,9,52.3690900103714
24,650,0.8999999999999999,8,9,61.155876037672776
62,650,0.7,16,13,40.13156010496576
64,250,0.8999999999999999,36,1,54.0465047035669
48,1000,0.9999999999999999,0,6,62.1887701157157
52,250,0.7,48,2,47.10961122605092
10,250,0.7999999999999999,36,3,23.26154514508834
26,1000,0.7,12,9,57.23850230171308
4,250,0.6,36,12,20.040196078407092
42,650,1.4,12,0,61.80432954895197
4,250,0.9999999999999999,52,7,16.576193402355905
28,650,1.0999999999999999,4,16,62.09025090260374
68,650,0.7999999999999999,60,8,61.98817567188277
32,650,0.6,0,11,60.45466150407607
12,650,0.9999999999999999,40,3,15.197733311160007
58,650,0.7,4,15,44.583795870627654
24,1000,1.2999999999999998,56,9,21.469833546704706
44,250,0.7999999999999999,48,15,50.339529909477385
38,1000,1.0999999999999999,32,18,21.924235755063357
56,1000,0.7999999999999999,12,20,74.23988192102726
46,650,0.7,36,9,46.58740182771063
4,1000,0.7999999999999999,4,13,67.36137490751129
4,650,0.6,52,8,22.408565200431095
62,1000,1.1999999999999997,36,18,44.36492867449617
66,1000,1.1999999999999997,52,2,55.01796828765197
14,650,1.2999999999999998,48,20,4.792761490587793
36,1000,0.7,56,8,50.29569347409756
24,650,1.1999999999999997,0,20,61.99946909566838
4,250,1.2999999999999998,68,18,12.140509355084227
66,650,0.6,28,18,24.160417173387586
2,650,0.8999999999999999,32,8,20.34897242522303
56,250,0.8999999999999999,44,2,58.625352885043064
48,1000,0.6,24,10,43.947012744324056
46,250,1.1999999999999997,8,11,44.706521007583945
60,1000,1.1999999999999997,52,13,55.34580113358413
6,250,1.4,60,8,16.354474304867296
50,1000,0.6,24,18,24.771269848394933
14,250,1.2999999999999998,60,6,14.246884316618981
54,1000,1.0999999999999999,24,4,51.18193208334035
4,650,0.6,32,12,17.808676109126168
24,1000,1.4,24,6,22.184366663208415
42,650,0.7999999999999999,60,2,57.0758292334661
44,650,0.7999999999999999,36,16,46.53803419035502
56,650,1.0999999999999999,64,4,57.457171866234006
2,1000,0.7999999999999999,52,15,25.8511730208109
28,1000,0.9999999999999999,12,7,73.41452542313036
64,1000,0.6,0,9,59.489218195531045
52,250,0.8999999999999999,56,5,61.498129825900094
54,1000,1.0999999999999999,24,12,51.03567347551336
32,250,0.7999999999999999,28,13,42.5622662940842
8,250,0.7,0,18,60.079849883009686
14,250,0.9999999999999999,40,14,17.78595885053751
4,1000,0.7999999999999999,32,9,19.92835668627307
26,650,0.7,12,4,44.75488298081777
66,250,0.6,64,7,49.525809253273295
12,250,0.7999999999999999,20,14,14.648946666020983
34,250,1.1999999999999997,44,18,29.114187117780972
34,650,1.1999999999999997,36,8,30.043970932934986
16,1000,0.8999999999999999,64,0,24.88046033903893
52,650,1.2999999999999998,48,5,52.91072652098067
8,650,0.7,64,12,21.285772416121134
44,250,0.7,20,16,41.34344949559873
62,650,0.8999999999999999,60,13,62.17069888821912
54,650,0.7,24,5,45.57867099196114
30,1000,1.1999999999999997,28,19,17.789217197191867
54,250,0.8999999999999999,60,2,61.62553647814266
56,650,0.7999999999999999,36,17,55.380867973402005
52,250,0.7999999999999999,44,13,59.129125549316306
52,250,0.7999999999999999,56,8,61.68474114929236
6,650,0.7999999999999999,36,13,21.640322363030958
28,650,1.0999999999999999,60,6,41.99871062944728
62,650,0.7999999999999999,16,20,46.701764106897826
0,1000,1.0999999999999999,64,6,14.602547111952795
38,1000,0.8999999999999999,12,6,73.22645509496951
58,1000,1.4,56,7,56.600865760025236
22,250,0.9999999999999999,32,10,12.491528298475565
64,250,1.1999999999999997,40,13,53.31371175514079
24,650,1.0999999999999999,28,18,11.425075807755917
14,1000,1.2999999999999998,24,16,18.218249771305175
64,650,1.4,32,16,55.949837460271354
52,1000,0.7999999999999999,20,13,47.5405408378915
26,250,1.2999999999999998,8,7,42.59358919916465
54,1000,0.7999999999999999,48,10,58.92293213121027
28,250,0.8999999999999999,28,6,43.476073624481934
42,250,0.9999999999999999,60,1,46.11741238873518
2,650,0.9999999999999999,8,8,60.15644905915802
52,1000,0.6,32,1,44.78636051549852
24,1000,1.1999999999999997,48,2,18.194513588464943
64,650,0.7999999999999999,20,15,49.38588762597011
44,250,1.0999999999999999,28,20,31.491687349874187
32,250,1.1999999999999997,52,15,38.62619172977291
68,1000,1.4,68,6,57.86777101168395
32,1000,0.6,52,10,50.99041488769889
42,250,1.0999999999999999,40,13,39.4076416494119
28,650,0.8999999999999999,4,17,61.08654642985315
16,250,1.4,56,7,6.99887941789008
10,1000,0.7,20,2,19.527261591410173
36,1000,1.4,20,16,37.59013296362092
46,1000,1.4,20,9,53.60338696133325
10,250,0.7,52,11,22.92642249894057
0,1000,0.9999999999999999,8,4,67.08898549919002
46,650,0.7999999999999999,60,12,63.1694334384907
40,650,1.0999999999999999,28,14,34.399022369259
46,1000,0.7,0,5,60.47719220024776
66,1000,0.8999999999999999,16,7,44.36718820018175
8,250,0.6,52,3,22.969172554058105
66,1000,1.2999999999999998,32,5,48.52693228350395
68,650,1.1999999999999997,12,6,65.41098077797804
16,250,0.8999999999999999,60,2,25.01754799957814
0,1000,0.8999999999999999,32,4,19.781109845387483
56,250,0.7999999999999999,12,18,39.31160097881658
